"","compound","datatype","Isotopologue","cohort","P_RA","Abund","Fraction","label_cont","P_iso","lab_label","lablab_posAngle","lablab_posDist","P_lablab","P_RAlab"
"639","Glycine","Isotopologue","C13-1","0",NA,0.621928691540663,0,0,NA,"<0.05%",-15,0.7,"",""
"640","Glycine","Isotopologue","C13-2","0",NA,0.621928691540663,0,0,NA,"<0.05%",-15,0.7,"",""
"641","Hexose","Isotopologue","C13-0","0",NA,0.889964271032737,0.00785902248454006,0.009,NA,"0.9%",-15.0045,0.7,"",""
"642","Hexose","Isotopologue","C13-1","0",NA,0.889964271032737,0,0,NA,"<0.05%",-15.009,0.7,"",""
"643","Hexose","Isotopologue","C13-2","0",NA,0.889964271032737,0,0,NA,"<0.05%",-15.009,0.7,"",""
"644","Hexose","Isotopologue","C13-3","0",NA,0.889964271032737,0,0,NA,"<0.05%",-15.009,0.7,"",""
"645","Hexose","Isotopologue","C13-4","0",NA,0.889964271032737,0,0,NA,"<0.05%",-15.009,0.7,"",""
"646","Hexose","Isotopologue","C13-5","0",NA,0.889964271032737,0,0,NA,"<0.05%",-15.009,0.7,"",""
"647","Hexose","Isotopologue","C13-6","0",NA,0.889964271032737,0.882105248548196,0.991,NA,"99.1%",-15.5045,0.7,"",""
"648","Hexose-phosphate","Isotopologue","C13-0","0",NA,0.24019573745984,0.223653875452581,0.931,NA,"93.1%",-16.4655,0.7,"",""
"649","Hexose-phosphate","Isotopologue","C13-1","0",NA,0.24019573745984,0,0,NA,"<0.05%",-16.931,0.7,"",""
"650","Hexose-phosphate","Isotopologue","C13-2","0",NA,0.24019573745984,0,0,NA,"<0.05%",-16.931,0.7,"",""
"651","Hexose-phosphate","Isotopologue","C13-3","0",NA,0.24019573745984,0,0,NA,"<0.05%",-16.931,0.7,"",""
"652","Hexose-phosphate","Isotopologue","C13-4","0",NA,0.24019573745984,0,0,NA,"<0.05%",-16.931,0.7,"",""
"653","Hexose-phosphate","Isotopologue","C13-5","0",NA,0.24019573745984,0,0,NA,"<0.05%",-16.931,0.7,"",""
"654","Hexose-phosphate","Isotopologue","C13-6","0",NA,0.24019573745984,0.0165418620072596,0.069,NA,"6.9%",-16.9655,0.7,"",""
"655","L-Alanine","Isotopologue","C13-0","0",NA,0.303022125233735,0.303022125233735,1,NA,"100%",-17.5,0,"",""
"656","L-Alanine","Isotopologue","C13-1","0",NA,0.303022125233735,0,0,NA,"<0.05%",-18,0.7,"",""
"657","L-Alanine","Isotopologue","C13-2","0",NA,0.303022125233735,0,0,NA,"<0.05%",-18,0.7,"",""
"658","L-Alanine","Isotopologue","C13-3","0",NA,0.303022125233735,0,0,NA,"<0.05%",-18,0.7,"",""
"659","L-Asparagine","Isotopologue","C13-0","0",NA,1,0.858722503877659,0.859,NA,"85.9%",-18.4295,0.7,"",""
"660","L-Asparagine","Isotopologue","C13-1","0",NA,1,0.132266671190525,0.132,NA,"13.2%",-18.925,0.7,"",""
"661","L-Asparagine","Isotopologue","C13-2","0",NA,1,0,0,NA,"<0.05%",-18.991,0.7,"",""
"662","L-Asparagine","Isotopologue","C13-3","0",NA,1,0,0,NA,"<0.05%",-18.991,0.7,"",""
"663","L-Asparagine","Isotopologue","C13-4","0",NA,1,0.0090108249318156,0.009,NA,"0.9%",-18.9955,0.7,"",""
"664","L-Aspartic acid","Isotopologue","C13-0","0",NA,0.525390904201075,0.493617198762795,0.94,NA,"94%",-19.47,0.7,"",""
"665","L-Aspartic acid","Isotopologue","C13-1","0",NA,0.525390904201075,0,0,NA,"<0.05%",-19.94,0.7,"",""
"666","L-Aspartic acid","Isotopologue","C13-2","0",NA,0.525390904201075,0,0,NA,"<0.05%",-19.94,0.7,"",""
"667","L-Aspartic acid","Isotopologue","C13-3","0",NA,0.525390904201075,0.0317737054382795,0.06,NA,"6%",-19.97,0.7,"",""
"668","L-Aspartic acid","Isotopologue","C13-4","0",NA,0.525390904201075,0,0,NA,"<0.05%",-20,0.7,"",""
"669","L-Cysteine","Isotopologue","C13-0","0",NA,0.649381809413856,0.643617422983944,0.991,NA,"99.1%",-20.4955,0.7,"",""
"670","L-Cysteine","Isotopologue","C13-1","0",NA,0.649381809413856,0,0,NA,"<0.05%",-20.991,0.7,"",""
"671","L-Cysteine","Isotopologue","C13-2","0",NA,0.649381809413856,0,0,NA,"<0.05%",-20.991,0.7,"",""
"672","L-Cysteine","Isotopologue","C13-3","0",NA,0.649381809413856,0.00576438642991237,0.009,NA,"0.9%",-20.9955,0.7,"",""
"673","L-Glutamic acid","Isotopologue","C13-0","0",NA,0.213448303027094,0.213448303027094,1,NA,"100%",-21.5,0,"",""
"674","L-Glutamic acid","Isotopologue","C13-1","0",NA,0.213448303027094,0,0,NA,"<0.05%",-22,0.7,"",""
"675","L-Glutamic acid","Isotopologue","C13-2","0",NA,0.213448303027094,0,0,NA,"<0.05%",-22,0.7,"",""
"676","L-Glutamic acid","Isotopologue","C13-3","0",NA,0.213448303027094,0,0,NA,"<0.05%",-22,0.7,"",""
"677","L-Glutamic acid","Isotopologue","C13-4","0",NA,0.213448303027094,0,0,NA,"<0.05%",-22,0.7,"",""
"678","L-Glutamic acid","Isotopologue","C13-5","0",NA,0.213448303027094,0,0,NA,"<0.05%",-22,0.7,"",""
"679","L-Isoleucine","Isotopologue","C13-0","0",NA,0.205923284115081,0.166560751994466,0.809,NA,"80.9%",-22.4045,0.7,"",""
"680","L-Isoleucine","Isotopologue","C13-1","0",NA,0.205923284115081,0.0294913168557291,0.143,NA,"14.3%",-22.8805,0.7,"",""
"681","L-Isoleucine","Isotopologue","C13-2","0",NA,0.205923284115081,0.00987121526488664,0.048,NA,"4.8%",-22.976,0.7,"",""
"682","L-Isoleucine","Isotopologue","C13-3","0",NA,0.205923284115081,0,0,NA,"<0.05%",-23,0.7,"",""
"683","L-Isoleucine","Isotopologue","C13-4","0",NA,0.205923284115081,0,0,NA,"<0.05%",-23,0.7,"",""
"684","L-Isoleucine","Isotopologue","C13-5","0",NA,0.205923284115081,0,0,NA,"<0.05%",-23,0.7,"",""
"685","L-Isoleucine","Isotopologue","C13-6","0",NA,0.205923284115081,0,0,NA,"<0.05%",-23,0.7,"",""
"686","L-Lactic acid","Isotopologue","C13-0","0",NA,0.795681044408225,0.795681044408225,1,NA,"100%",-23.5,0,"",""
"687","L-Lactic acid","Isotopologue","C13-1","0",NA,0.795681044408225,0,0,NA,"<0.05%",-24,0.7,"",""
"688","L-Lactic acid","Isotopologue","C13-2","0",NA,0.795681044408225,0,0,NA,"<0.05%",-24,0.7,"",""
"689","L-Lactic acid","Isotopologue","C13-3","0",NA,0.795681044408225,0,0,NA,"<0.05%",-24,0.7,"",""
"690","L-Leucine","Isotopologue","C13-0","0",NA,0.218293293356087,0.215903632056612,0.989,NA,"98.9%",-24.4945,0.7,"",""
"691","L-Leucine","Isotopologue","C13-1","0",NA,0.218293293356087,0,0,NA,"<0.05%",-24.989,0.7,"",""
"692","L-Leucine","Isotopologue","C13-2","0",NA,0.218293293356087,0,0,NA,"<0.05%",-24.989,0.7,"",""
"693","L-Leucine","Isotopologue","C13-3","0",NA,0.218293293356087,0.00139191436153291,0.006,NA,"0.6%",-24.992,0.7,"",""
"694","L-Leucine","Isotopologue","C13-4","0",NA,0.218293293356087,0.000997746937942706,0.005,NA,"0.5%",-24.9975,0.7,"",""
"695","L-Leucine","Isotopologue","C13-5","0",NA,0.218293293356087,0,0,NA,"<0.05%",-25,0.7,"",""
"696","L-Leucine","Isotopologue","C13-6","0",NA,0.218293293356087,0,0,NA,"<0.05%",-25,0.7,"",""
"697","L-Lysine","Isotopologue","C13-0","0",NA,0.223356586766434,0.223356586766434,1,NA,"100%",-25.5,0,"",""
"698","L-Lysine","Isotopologue","C13-1","0",NA,0.223356586766434,0,0,NA,"<0.05%",-26,0.7,"",""
"699","L-Lysine","Isotopologue","C13-2","0",NA,0.223356586766434,0,0,NA,"<0.05%",-26,0.7,"",""
"700","L-Lysine","Isotopologue","C13-3","0",NA,0.223356586766434,0,0,NA,"<0.05%",-26,0.7,"",""
"701","L-Lysine","Isotopologue","C13-4","0",NA,0.223356586766434,0,0,NA,"<0.05%",-26,0.7,"",""
"702","L-Lysine","Isotopologue","C13-5","0",NA,0.223356586766434,0,0,NA,"<0.05%",-26,0.7,"",""
"703","L-Lysine","Isotopologue","C13-6","0",NA,0.223356586766434,0,0,NA,"<0.05%",-26,0.7,"",""
"704","L-Malic acid","Isotopologue","C13-0","0",NA,0.567124225138429,0.567124225138429,1,NA,"100%",-26.5,0,"",""
"705","L-Malic acid","Isotopologue","C13-1","0",NA,0.567124225138429,0,0,NA,"<0.05%",-27,0.7,"",""
"706","L-Malic acid","Isotopologue","C13-2","0",NA,0.567124225138429,0,0,NA,"<0.05%",-27,0.7,"",""
"707","L-Malic acid","Isotopologue","C13-3","0",NA,0.567124225138429,0,0,NA,"<0.05%",-27,0.7,"",""
"708","L-Malic acid","Isotopologue","C13-4","0",NA,0.567124225138429,0,0,NA,"<0.05%",-27,0.7,"",""
"709","L-Methionine","Isotopologue","C13-0","0",NA,0.379303523868781,0.375460558781161,0.99,NA,"99%",-27.495,0.7,"",""
"710","L-Methionine","Isotopologue","C13-1","0",NA,0.379303523868781,0,0,NA,"<0.05%",-27.99,0.7,"",""
"711","L-Methionine","Isotopologue","C13-2","0",NA,0.379303523868781,0,0,NA,"<0.05%",-27.99,0.7,"",""
"712","L-Methionine","Isotopologue","C13-3","0",NA,0.379303523868781,0.00197064393194311,0.005,NA,"0.5%",-27.9925,0.7,"",""
"713","L-Methionine","Isotopologue","C13-4","0",NA,0.379303523868781,0.00187232115567678,0.005,NA,"0.5%",-27.9975,0.7,"",""
"714","L-Methionine","Isotopologue","C13-5","0",NA,0.379303523868781,0,0,NA,"<0.05%",-28,0.7,"",""
"715","L-Phenylalanine","Isotopologue","C13-0","0",NA,0.202115787966979,0.202115787966979,1,NA,"100%",-28.5,0,"",""
"716","L-Phenylalanine","Isotopologue","C13-1","0",NA,0.202115787966979,0,0,NA,"<0.05%",-29,0.7,"",""
"717","L-Phenylalanine","Isotopologue","C13-2","0",NA,0.202115787966979,0,0,NA,"<0.05%",-29,0.7,"",""
"718","L-Phenylalanine","Isotopologue","C13-3","0",NA,0.202115787966979,0,0,NA,"<0.05%",-29,0.7,"",""
"719","L-Phenylalanine","Isotopologue","C13-4","0",NA,0.202115787966979,0,0,NA,"<0.05%",-29,0.7,"",""
"720","L-Phenylalanine","Isotopologue","C13-5","0",NA,0.202115787966979,0,0,NA,"<0.05%",-29,0.7,"",""
"721","L-Phenylalanine","Isotopologue","C13-6","0",NA,0.202115787966979,0,0,NA,"<0.05%",-29,0.7,"",""
"722","L-Phenylalanine","Isotopologue","C13-7","0",NA,0.202115787966979,0,0,NA,"<0.05%",-29,0.7,"",""
"723","L-Phenylalanine","Isotopologue","C13-8","0",NA,0.202115787966979,0,0,NA,"<0.05%",-29,0.7,"",""
"724","L-Phenylalanine","Isotopologue","C13-9","0",NA,0.202115787966979,0,0,NA,"<0.05%",-29,0.7,"",""
"725","L-Proline","Isotopologue","C13-0","0",NA,0.166251886561574,0.166251886561574,1,NA,"100%",-29.5,0,"",""
"726","L-Proline","Isotopologue","C13-1","0",NA,0.166251886561574,0,0,NA,"<0.05%",-30,0.7,"",""
"727","L-Proline","Isotopologue","C13-2","0",NA,0.166251886561574,0,0,NA,"<0.05%",-30,0.7,"",""
"728","L-Proline","Isotopologue","C13-3","0",NA,0.166251886561574,0,0,NA,"<0.05%",-30,0.7,"",""
"729","L-Proline","Isotopologue","C13-4","0",NA,0.166251886561574,0,0,NA,"<0.05%",-30,0.7,"",""
"730","L-Proline","Isotopologue","C13-5","0",NA,0.166251886561574,0,0,NA,"<0.05%",-30,0.7,"",""
"731","L-Threonine","Isotopologue","C13-0","0",NA,0.247170934070887,0.242214942414149,0.98,NA,"98%",-30.49,0.7,"",""
"732","L-Threonine","Isotopologue","C13-1","0",NA,0.247170934070887,0,0,NA,"<0.05%",-30.98,0.7,"",""
"733","L-Threonine","Isotopologue","C13-2","0",NA,0.247170934070887,0,0,NA,"<0.05%",-30.98,0.7,"",""
"734","L-Threonine","Isotopologue","C13-3","0",NA,0.247170934070887,0.00495599165673895,0.02,NA,"2%",-30.99,0.7,"",""
"735","L-Threonine","Isotopologue","C13-4","0",NA,0.247170934070887,0,0,NA,"<0.05%",-31,0.7,"",""
"736","L-Tryptophan","Isotopologue","C13-0","0",NA,0.233158985051732,0.229638211346384,0.985,NA,"98.5%",-31.4925,0.7,"",""
"737","L-Tryptophan","Isotopologue","C13-1","0",NA,0.233158985051732,0,0,NA,"<0.05%",-31.985,0.7,"",""
"738","L-Tryptophan","Isotopologue","C13-10","0",NA,0.233158985051732,0,0,NA,"<0.05%",-31.985,0.7,"",""
"739","L-Tryptophan","Isotopologue","C13-11","0",NA,0.233158985051732,0,0,NA,"<0.05%",-31.985,0.7,"",""
"740","L-Tryptophan","Isotopologue","C13-2","0",NA,0.233158985051732,0,0,NA,"<0.05%",-31.985,0.7,"",""
"741","L-Tryptophan","Isotopologue","C13-3","0",NA,0.233158985051732,0.00247951923069348,0.011,NA,"1.1%",-31.9905,0.7,"",""
"742","L-Tryptophan","Isotopologue","C13-4","0",NA,0.233158985051732,0.00104125447465428,0.004,NA,"0.4%",-31.998,0.7,"",""
"743","L-Tryptophan","Isotopologue","C13-5","0",NA,0.233158985051732,0,0,NA,"<0.05%",-32,0.7,"",""
"744","L-Tryptophan","Isotopologue","C13-6","0",NA,0.233158985051732,0,0,NA,"<0.05%",-32,0.7,"",""
"745","L-Tryptophan","Isotopologue","C13-7","0",NA,0.233158985051732,0,0,NA,"<0.05%",-32,0.7,"",""
"746","L-Tryptophan","Isotopologue","C13-8","0",NA,0.233158985051732,0,0,NA,"<0.05%",-32,0.7,"",""
"747","L-Tryptophan","Isotopologue","C13-9","0",NA,0.233158985051732,0,0,NA,"<0.05%",-32,0.7,"",""
"748","L-Tyrosine","Isotopologue","C13-0","0",NA,0.130242269251165,0.0774944227685237,0.595,NA,"59.5%",-32.2975,0.7,"",""
"749","L-Tyrosine","Isotopologue","C13-1","0",NA,0.130242269251165,0.050767495758126,0.39,NA,"39%",-32.79,0.7,"",""
"750","L-Tyrosine","Isotopologue","C13-2","0",NA,0.130242269251165,0,0,NA,"<0.05%",-32.985,0.7,"",""
"751","L-Tyrosine","Isotopologue","C13-3","0",NA,0.130242269251165,0,0,NA,"<0.05%",-32.985,0.7,"",""
"752","L-Tyrosine","Isotopologue","C13-4","0",NA,0.130242269251165,0.00198035072451546,0.015,NA,"1.5%",-32.9925,0.7,"",""
"753","L-Tyrosine","Isotopologue","C13-5","0",NA,0.130242269251165,0,0,NA,"<0.05%",-33,0.7,"",""
"754","L-Tyrosine","Isotopologue","C13-6","0",NA,0.130242269251165,0,0,NA,"<0.05%",-33,0.7,"",""
"755","L-Tyrosine","Isotopologue","C13-7","0",NA,0.130242269251165,0,0,NA,"<0.05%",-33,0.7,"",""
"756","L-Tyrosine","Isotopologue","C13-8","0",NA,0.130242269251165,0,0,NA,"<0.05%",-33,0.7,"",""
"757","L-Tyrosine","Isotopologue","C13-9","0",NA,0.130242269251165,0,0,NA,"<0.05%",-33,0.7,"",""
"758","L-Valine","Isotopologue","C13-0","0",NA,0.218512079995023,0.210403967814868,0.963,NA,"96.3%",-33.4815,0.7,"",""
"759","L-Valine","Isotopologue","C13-1","0",NA,0.218512079995023,0,0,NA,"<0.05%",-33.963,0.7,"",""
"760","L-Valine","Isotopologue","C13-2","0",NA,0.218512079995023,0,0,NA,"<0.05%",-33.963,0.7,"",""
"761","L-Valine","Isotopologue","C13-3","0",NA,0.218512079995023,0.00607132636332961,0.028,NA,"2.8%",-33.977,0.7,"",""
"762","L-Valine","Isotopologue","C13-4","0",NA,0.218512079995023,0,0,NA,"<0.05%",-33.991,0.7,"",""
"763","L-Valine","Isotopologue","C13-5","0",NA,0.218512079995023,0.0020367858168261,0.009,NA,"0.9%",-33.9955,0.7,"",""
"764","Mannitol","Isotopologue","C13-0","0",NA,0.637775602130668,0.609201654971202,0.955,NA,"95.5%",-34.4775,0.7,"",""
"765","Mannitol","Isotopologue","C13-1","0",NA,0.637775602130668,0,0,NA,"<0.05%",-34.955,0.7,"",""
"766","Mannitol","Isotopologue","C13-2","0",NA,0.637775602130668,0,0,NA,"<0.05%",-34.955,0.7,"",""
"767","Mannitol","Isotopologue","C13-3","0",NA,0.637775602130668,0.0218459224433217,0.034,NA,"3.4%",-34.972,0.7,"",""
"768","Mannitol","Isotopologue","C13-4","0",NA,0.637775602130668,0.00672802471614454,0.011,NA,"1.1%",-34.9945,0.7,"",""
"769","Mannitol","Isotopologue","C13-5","0",NA,0.637775602130668,0,0,NA,"<0.05%",-35,0.7,"",""
"770","Mannitol","Isotopologue","C13-6","0",NA,0.637775602130668,0,0,NA,"<0.05%",-35,0.7,"",""
"771","Myo-inositol","Isotopologue","C13-0","0",NA,0.880390597292653,0.880390597292653,1,NA,"100%",-35.5,0,"",""
"772","Myo-inositol","Isotopologue","C13-1","0",NA,0.880390597292653,0,0,NA,"<0.05%",-36,0.7,"",""
"773","Myo-inositol","Isotopologue","C13-2","0",NA,0.880390597292653,0,0,NA,"<0.05%",-36,0.7,"",""
"774","Myo-inositol","Isotopologue","C13-3","0",NA,0.880390597292653,0,0,NA,"<0.05%",-36,0.7,"",""
"775","Myo-inositol","Isotopologue","C13-4","0",NA,0.880390597292653,0,0,NA,"<0.05%",-36,0.7,"",""
"776","Myo-inositol","Isotopologue","C13-5","0",NA,0.880390597292653,0,0,NA,"<0.05%",-36,0.7,"",""
"777","Myo-inositol","Isotopologue","C13-6","0",NA,0.880390597292653,0,0,NA,"<0.05%",-36,0.7,"",""
"778","Oxoadipic acid","Isotopologue","C13-0","0",NA,1,0.9824528045412,0.982,NA,"98.2%",-36.491,0.7,"",""
"779","Oxoadipic acid","Isotopologue","C13-1","0",NA,1,0,0,NA,"<0.05%",-36.982,0.7,"",""
"780","Oxoadipic acid","Isotopologue","C13-2","0",NA,1,0,0,NA,"<0.05%",-36.982,0.7,"",""
"781","Oxoadipic acid","Isotopologue","C13-3","0",NA,1,0.0175471954587997,0.018,NA,"1.8%",-36.991,0.7,"",""
"782","Oxoadipic acid","Isotopologue","C13-4","0",NA,1,0,0,NA,"<0.05%",-37,0.7,"",""
"783","Oxoadipic acid","Isotopologue","C13-5","0",NA,1,0,0,NA,"<0.05%",-37,0.7,"",""
"784","Oxoadipic acid","Isotopologue","C13-6","0",NA,1,0,0,NA,"<0.05%",-37,0.7,"",""
"785","Oxoglutaric acid","Isotopologue","C13-0","0",NA,0.38019902678278,0.38019902678278,1,NA,"100%",-37.5,0,"",""
"786","Oxoglutaric acid","Isotopologue","C13-1","0",NA,0.38019902678278,0,0,NA,"<0.05%",-38,0.7,"",""
"787","Oxoglutaric acid","Isotopologue","C13-2","0",NA,0.38019902678278,0,0,NA,"<0.05%",-38,0.7,"",""
"788","Oxoglutaric acid","Isotopologue","C13-3","0",NA,0.38019902678278,0,0,NA,"<0.05%",-38,0.7,"",""
"789","Oxoglutaric acid","Isotopologue","C13-4","0",NA,0.38019902678278,0,0,NA,"<0.05%",-38,0.7,"",""
"790","Oxoglutaric acid","Isotopologue","C13-5","0",NA,0.38019902678278,0,0,NA,"<0.05%",-38,0.7,"",""
"791","Pentose-phosphate","Isotopologue","C13-0","0",NA,0.852039595341026,0.852039595341026,1,NA,"100%",-38.5,0,"",""
"792","Pentose-phosphate","Isotopologue","C13-1","0",NA,0.852039595341026,0,0,NA,"<0.05%",-39,0.7,"",""
"793","Pentose-phosphate","Isotopologue","C13-2","0",NA,0.852039595341026,0,0,NA,"<0.05%",-39,0.7,"",""
"794","Pentose-phosphate","Isotopologue","C13-3","0",NA,0.852039595341026,0,0,NA,"<0.05%",-39,0.7,"",""
"795","Pentose-phosphate","Isotopologue","C13-4","0",NA,0.852039595341026,0,0,NA,"<0.05%",-39,0.7,"",""
"796","Pentose-phosphate","Isotopologue","C13-5","0",NA,0.852039595341026,0,0,NA,"<0.05%",-39,0.7,"",""
"797","Phosphoenolpyruvic acid","Isotopologue","C13-0","0",NA,0.349713058937185,0.349713058937185,1,NA,"100%",-39.5,0,"",""
"798","Phosphoenolpyruvic acid","Isotopologue","C13-1","0",NA,0.349713058937185,0,0,NA,"<0.05%",-40,0.7,"",""
"799","Phosphoenolpyruvic acid","Isotopologue","C13-2","0",NA,0.349713058937185,0,0,NA,"<0.05%",-40,0.7,"",""
"800","Phosphoenolpyruvic acid","Isotopologue","C13-3","0",NA,0.349713058937185,0,0,NA,"<0.05%",-40,0.7,"",""
"801","Pyruvic acid","Isotopologue","C13-0","0",NA,0.471228348323504,0.471228348323504,1,NA,"100%",-40.5,0,"",""
"802","Pyruvic acid","Isotopologue","C13-1","0",NA,0.471228348323504,0,0,NA,"<0.05%",-41,0.7,"",""
"803","Pyruvic acid","Isotopologue","C13-2","0",NA,0.471228348323504,0,0,NA,"<0.05%",-41,0.7,"",""
"804","Pyruvic acid","Isotopologue","C13-3","0",NA,0.471228348323504,0,0,NA,"<0.05%",-41,0.7,"",""
"805","Sorbitol","Isotopologue","C13-0","0",NA,0.926422568189113,0.926422568189113,1,NA,"100%",-41.5,0,"",""
"806","Sorbitol","Isotopologue","C13-1","0",NA,0.926422568189113,0,0,NA,"<0.05%",-42,0.7,"",""
"807","Sorbitol","Isotopologue","C13-2","0",NA,0.926422568189113,0,0,NA,"<0.05%",-42,0.7,"",""
"808","Sorbitol","Isotopologue","C13-3","0",NA,0.926422568189113,0,0,NA,"<0.05%",-42,0.7,"",""
"809","Sorbitol","Isotopologue","C13-4","0",NA,0.926422568189113,0,0,NA,"<0.05%",-42,0.7,"",""
"810","Sorbitol","Isotopologue","C13-5","0",NA,0.926422568189113,0,0,NA,"<0.05%",-42,0.7,"",""
"811","Sorbitol","Isotopologue","C13-6","0",NA,0.926422568189113,0,0,NA,"<0.05%",-42,0.7,"",""
"812","Stearic acid","Isotopologue","C13-0","0",NA,0.797883242124224,0.797883242124224,1,NA,"100%",-42.5,0,"",""
"813","Stearic acid","Isotopologue","C13-1","0",NA,0.797883242124224,0,0,NA,"<0.05%",-43,0.7,"",""
"814","Stearic acid","Isotopologue","C13-10","0",NA,0.797883242124224,0,0,NA,"<0.05%",-43,0.7,"",""
"815","Stearic acid","Isotopologue","C13-11","0",NA,0.797883242124224,0,0,NA,"<0.05%",-43,0.7,"",""
"816","Stearic acid","Isotopologue","C13-12","0",NA,0.797883242124224,0,0,NA,"<0.05%",-43,0.7,"",""
"817","Stearic acid","Isotopologue","C13-13","0",NA,0.797883242124224,0,0,NA,"<0.05%",-43,0.7,"",""
"818","Stearic acid","Isotopologue","C13-14","0",NA,0.797883242124224,0,0,NA,"<0.05%",-43,0.7,"",""
"819","Stearic acid","Isotopologue","C13-15","0",NA,0.797883242124224,0,0,NA,"<0.05%",-43,0.7,"",""
"820","Stearic acid","Isotopologue","C13-16","0",NA,0.797883242124224,0,0,NA,"<0.05%",-43,0.7,"",""
"821","Stearic acid","Isotopologue","C13-17","0",NA,0.797883242124224,0,0,NA,"<0.05%",-43,0.7,"",""
"822","Stearic acid","Isotopologue","C13-18","0",NA,0.797883242124224,0,0,NA,"<0.05%",-43,0.7,"",""
"823","Stearic acid","Isotopologue","C13-2","0",NA,0.797883242124224,0,0,NA,"<0.05%",-43,0.7,"",""
"824","Stearic acid","Isotopologue","C13-3","0",NA,0.797883242124224,0,0,NA,"<0.05%",-43,0.7,"",""
"825","Stearic acid","Isotopologue","C13-4","0",NA,0.797883242124224,0,0,NA,"<0.05%",-43,0.7,"",""
"826","Stearic acid","Isotopologue","C13-5","0",NA,0.797883242124224,0,0,NA,"<0.05%",-43,0.7,"",""
"827","Stearic acid","Isotopologue","C13-6","0",NA,0.797883242124224,0,0,NA,"<0.05%",-43,0.7,"",""
"828","Stearic acid","Isotopologue","C13-7","0",NA,0.797883242124224,0,0,NA,"<0.05%",-43,0.7,"",""
"829","Stearic acid","Isotopologue","C13-8","0",NA,0.797883242124224,0,0,NA,"<0.05%",-43,0.7,"",""
"830","Stearic acid","Isotopologue","C13-9","0",NA,0.797883242124224,0,0,NA,"<0.05%",-43,0.7,"",""
"831","Succinic acid","Isotopologue","C13-0","0",NA,1,1,1,NA,"100%",-43.5,0,"",""
"832","Succinic acid","Isotopologue","C13-1","0",NA,1,0,0,NA,"<0.05%",-44,0.7,"",""
"833","Succinic acid","Isotopologue","C13-2","0",NA,1,0,0,NA,"<0.05%",-44,0.7,"",""
"834","Succinic acid","Isotopologue","C13-3","0",NA,1,0,0,NA,"<0.05%",-44,0.7,"",""
"835","Succinic acid","Isotopologue","C13-4","0",NA,1,0,0,NA,"<0.05%",-44,0.7,"",""
"836","a-Ketobutyric acid","Isotopologue","C13-0","0",NA,0.212553805205443,0.211311740417397,0.994,NA,"99.4%",-44.497,0.7,"",""
"837","a-Ketobutyric acid","Isotopologue","C13-1","0",NA,0.212553805205443,0,0,NA,"<0.05%",-44.994,0.7,"",""
"838","a-Ketobutyric acid","Isotopologue","C13-2","0",NA,0.212553805205443,0,0,NA,"<0.05%",-44.994,0.7,"",""
"839","a-Ketobutyric acid","Isotopologue","C13-3","0",NA,0.212553805205443,0.00124206478804689,0.006,NA,"0.6%",-44.997,0.7,"",""
"840","a-Ketobutyric acid","Isotopologue","C13-4","0",NA,0.212553805205443,0,0,NA,"<0.05%",-45,0.7,"",""
